KOI,A,DEC,RSTAR,TSTAR,KMAG,TPLANET,T0,UT0,PER,RA,UPER,RPLANET,MSTAR,ROW
935.01,0.156,45.8531,1.1,6345,15.237,745.0,113.00532,0.00141,20.8611448,19.60153,8.89e-05,5.46,1.16,950
935.02,0.252,45.8531,1.1,6345,15.237,586.0,74.19253,0.00292,42.6318758,19.60153,0.0003218,5.07,1.16,951
935.03,0.407,45.8531,1.1,6345,15.237,461.0,67.93972,0.00608,87.6472315,19.60153,0.0015185,4.01,1.16,952
935.04,0.093,45.8531,1.1,6345,15.237,965.0,75.50267,0.00802,9.6168553,19.60153,0.0002147,1.88,1.16,953
936.01,0.071,45.9588,0.52,3684,15.073,439.0,111.41507,0.00076,9.4678388,18.91547,2.12e-05,2.69,0.51,954
936.02,0.015,45.9588,0.52,3684,15.073,956.0,67.53814,0.00038,0.8930477,18.91547,2.8e-06,1.54,0.51,955
937.01,0.147,45.9147,0.87,5349,15.412,575.0,109.578,0.00323,20.8349453,19.53455,0.0001829,2.72,0.96,956
938.01,0.09,45.9768,0.86,5342,15.596,730.0,104.70025,0.00239,9.9460494,19.73762,6.72e-05,3.16,0.97,957
938.02,0.02,45.9768,0.86,5342,15.596,1548.0,66.91406,0.00245,1.0456323,19.73762,1.44e-05,1.38,0.97,958
938.03,0.062,45.9768,0.86,5342,15.596,879.0,65.64773,0.00636,5.7144237,19.73762,0.0001032,1.74,0.97,959
939.01,0.044,46.0974,0.91,5649,15.065,1133.0,103.53251,0.00301,3.3880078,19.50536,3.38e-05,1.57,1.02,960
939.02,0.064,46.0974,0.91,5649,15.065,939.0,65.0944,0.00463,5.839061,19.50536,7.68e-05,1.57,1.02,961
939.03,0.027,46.0974,0.91,5649,15.065,1446.0,65.06944,0.00341,1.620436,19.50536,2.19e-05,1.13,1.02,962
939.04,0.095,46.0974,0.91,5649,15.065,771.0,64.55005,0.00622,10.6817596,19.50536,0.000179,1.65,1.02,963
940.01,0.064,46.0274,0.83,5284,15.017,837.0,102.57151,0.00055,6.104862,19.80304,1.11e-05,3.67,0.96,964
941.01,0.065,46.0233,0.9,4998,15.471,821.0,107.78619,0.00076,6.5815015,19.82107,1.67e-05,4.14,0.99,965
941.02,0.033,46.0233,0.9,4998,15.471,1153.0,103.66322,0.00134,2.3826655,19.82107,1.27e-05,2.37,0.99,966
941.03,0.157,46.0233,0.9,4998,15.471,528.0,122.02032,0.00127,24.6645423,19.82107,0.0001135,5.1,0.99,967
942.01,0.096,46.1723,0.78,4997,15.386,627.0,107.85966,0.00138,11.5150928,18.97926,4.68e-05,3.08,0.87,968
943.01,0.044,46.1809,0.79,5178,15.733,968.0,104.99183,0.00155,3.6014486,19.02609,1.83e-05,2.23,0.91,969
944.01,0.039,46.2076,0.82,5166,15.361,1046.0,103.24404,0.00058,3.1082511,19.65332,5.9e-06,4.29,0.97,970
945.01,0.173,46.2647,0.95,6059,15.083,627.0,121.87552,0.00509,25.8472282,19.86344,0.0004477,2.27,1.08,971
945.02,0.235,46.2647,0.95,6059,15.083,538.0,79.35952,0.00562,40.7165166,19.86344,0.0006531,2.64,1.08,972
947.01,0.149,46.4293,0.52,3829,15.19,314.0,122.92821,0.00202,28.5987764,19.45752,0.0001854,2.49,0.5,973
949.01,0.104,46.5791,0.87,5733,15.485,731.0,103.76387,0.00198,12.5325071,19.33787,7.16e-05,2.92,1.02,974
951.01,0.102,46.5793,0.83,4767,15.223,600.0,104.54397,0.00096,13.1972438,19.60457,3.75e-05,3.74,0.8,975
951.02,0.19,46.5793,0.83,4767,15.223,439.0,80.79996,0.00351,33.6530371,19.60457,0.0003088,2.87,0.8,976
952.01,0.053,46.5743,0.54,3911,15.801,548.0,104.40651,0.00142,5.901275,19.85616,2.79e-05,2.25,0.49,977
952.02,0.069,46.5743,0.54,3911,15.801,480.0,103.63503,0.00188,8.7520644,19.85616,5.29e-05,2.15,0.49,978
952.03,0.13,46.5743,0.54,3911,15.801,350.0,88.20355,0.00235,22.780652,19.85616,0.0001586,2.64,0.49,979
952.04,0.033,46.5743,0.54,3911,15.801,695.0,66.61059,0.00371,2.8960342,19.85616,3.76e-05,1.15,0.49,980
953.01,0.046,46.6925,0.88,5491,15.954,1056.0,103.42853,0.00065,3.5840842,19.09882,7.3e-06,4.76,1.01,981
954.01,0.077,46.615,0.86,5677,15.219,835.0,107.51982,0.00189,8.1153134,19.21413,4.48e-05,2.72,1.03,982
954.02,0.213,46.615,0.86,5677,15.219,502.0,107.21806,0.00396,36.9256435,19.21413,0.0004175,2.88,1.03,983
955.01,0.074,46.6175,1.02,6121,15.067,1001.0,108.72818,0.00259,7.0390776,19.29545,5.31e-05,2.65,1.1,984
956.01,0.073,46.7896,0.75,4580,15.223,648.0,108.64499,0.0008,8.3608471,18.9244,1.95e-05,3.78,0.87,985
960.01,0.116,44.0107,0.75,5213,15.513,586.0,110.15245,0.00011,15.8011078,19.69805,5.3e-06,14.97,0.92,986
961.01,0.019,44.6192,0.56,4188,15.92,1006.0,103.48283,0.00018,1.2137703,19.48127,2.2e-06,2.86,0.62,987
961.02,0.01,44.6192,0.56,4188,15.92,1386.0,66.86894,0.00012,0.4532875,19.48127,1.5e-06,2.63,0.62,988
961.03,0.025,44.6192,0.56,4188,15.92,877.0,66.79201,0.00039,1.8651086,19.48127,5e-06,2.54,0.62,989
972.01,0.14,48.5422,2.97,7779,9.275,1580.0,194.53933,0.00277,13.1189532,18.80002,0.0001347,5.96,1.56,990
974.01,0.309,45.9881,2.19,6175,9.582,725.0,105.98229,0.0035,53.5060748,19.72018,0.0006058,3.23,1.12,991
975.01,0.043,38.714,2.04,6131,8.224,1863.0,193.83691,0.00144,2.7858189,19.15745,1.68e-05,1.72,1.05,992
976.01,0.327,38.5389,1.55,7822,9.729,751.0,117.9703,0.00113,52.5690921,19.39629,0.0001977,84.38,1.84,993
977.01,0.024,48.852,16.48,4204,10.523,4859.0,194.43437,0.001,1.3537763,19.51464,6.3e-06,63.45,0.21,994
981.01,0.055,44.7133,3.43,5189,10.733,1808.0,194.71717,0.00768,3.9978022,18.91576,0.0001208,3.07,1.41,995
984.01,0.052,36.8399,0.92,5515,11.631,1023.0,195.06411,0.00027,4.2873775,19.40325,4.6e-06,3.19,1.15,996
986.01,0.076,38.0141,0.82,5250,14.138,760.0,193.8668,0.00165,8.1874596,19.46173,4.9e-05,1.85,0.88,997
986.02,0.337,38.0141,0.82,5250,14.138,361.0,94.71176,0.01024,76.050348,19.46173,0.0021912,1.54,0.88,998
