KOI,A,DEC,RSTAR,TSTAR,KMAG,TPLANET,T0,UT0,PER,RA,UPER,RPLANET,MSTAR,ROW
560.01,0.152,41.9787,0.74,5142,14.721,501.0,112.2738,0.00244,23.6752257,18.9222,0.0001698,2.6,0.88,526
561.01,0.054,42.1765,0.7,5059,14.005,802.0,102.61184,0.00168,5.3789005,18.80031,2.8e-05,1.68,0.92,527
563.01,0.121,42.142,0.94,5879,14.519,721.0,108.62176,0.00504,15.284623,19.73547,0.0002219,1.8,1.08,528
564.01,0.147,42.291,0.85,5686,14.854,603.0,104.90812,0.00333,21.0546257,19.61873,0.0002007,2.62,1.05,529
564.02,0.489,42.291,0.85,5686,14.854,331.0,179.46491,0.00215,127.90112,19.61873,0.0009058,6.09,1.05,530
566.01,0.171,42.6263,0.91,5865,14.718,596.0,125.57174,0.00458,25.8551475,19.48773,0.0003231,2.23,1.07,531
567.01,0.09,43.0747,0.82,5536,14.338,739.0,102.93243,0.00162,10.6875495,19.46346,4.91e-05,2.64,1.03,532
567.02,0.138,43.0747,0.82,5536,14.338,597.0,109.80224,0.00314,20.3029065,19.46346,0.0001886,2.17,1.03,533
567.03,0.175,43.0747,0.82,5536,14.338,530.0,131.36481,0.0034,29.0227711,19.46346,0.0003068,2.53,1.03,534
568.01,0.042,43.2799,0.79,5265,14.14,1006.0,102.63984,0.00169,3.3835275,19.15303,1.94e-05,1.34,0.9,535
569.01,0.137,43.8899,0.79,5039,14.458,532.0,118.43684,0.00291,20.7287406,18.83121,0.0001789,2.37,0.79,536
569.02,0.025,43.8899,0.79,5039,14.458,1246.0,67.5492,0.0019,1.6329159,18.83121,1.33e-05,1.29,0.79,537
571.01,0.06,43.955,0.52,3881,14.625,503.0,107.31567,0.0017,7.2672317,19.91018,3.7e-05,1.53,0.54,538
571.02,0.09,43.955,0.52,3881,14.625,411.0,109.90047,0.00193,13.3430951,19.91018,7.5e-05,1.68,0.54,539
571.03,0.039,43.955,0.52,3881,14.625,625.0,66.32863,0.00165,3.8867999,19.91018,1.93e-05,1.31,0.54,540
571.04,0.127,43.955,0.52,3881,14.625,346.0,86.80089,0.00346,22.407512,19.91018,0.0002071,1.53,0.54,541
572.01,0.09,44.0893,1.05,5666,14.173,852.0,112.77534,0.00288,10.6402106,19.98643,9.16e-05,2.44,0.85,542
572.02,0.054,44.0893,1.05,5666,14.173,1101.0,68.94512,0.00749,4.938917,19.98643,0.0001077,1.24,0.85,543
573.01,0.063,44.3155,1.06,5729,14.674,1035.0,105.50279,0.00175,5.9965569,18.75198,3.14e-05,3.0,1.08,544
573.02,0.031,44.3155,1.06,5729,14.674,1476.0,66.20341,0.00275,2.0618704,18.75198,2.07e-05,1.73,1.08,545
574.01,0.134,44.305,0.7,5047,14.859,509.0,104.36506,0.00197,20.1349344,19.17098,0.0001139,2.45,0.79,546
574.02,0.086,44.305,0.7,5047,14.859,635.0,74.50666,0.00639,10.4000632,19.17098,0.0001803,1.14,0.79,547
575.01,0.169,44.3813,0.99,5979,14.686,639.0,116.40593,0.00357,24.3158671,19.49516,0.0002393,2.51,1.09,548
577.01,0.212,44.6324,0.84,5043,14.405,444.0,111.54977,0.00556,39.6786573,19.40381,0.0006956,2.43,1.0,549
578.01,0.068,44.6381,1.09,5777,14.684,1021.0,102.88176,0.00097,6.4124599,19.5922,1.85e-05,3.93,1.09,550
579.01,0.03,44.7338,0.76,5074,14.137,1127.0,103.06815,0.00102,2.020012,19.23894,8e-06,1.55,0.84,551
579.02,0.045,44.7338,0.76,5074,14.137,920.0,65.59574,0.00162,3.7630081,19.23894,1.87e-05,1.75,0.84,552
580.01,0.067,44.7,0.83,5603,14.856,871.0,108.70914,0.00156,6.5212343,19.48135,3.05e-05,2.82,0.96,553
581.01,0.071,45.0656,0.86,5514,14.807,846.0,108.91343,0.0009,6.9969311,19.54476,1.87e-05,3.2,0.95,554
582.01,0.061,45.3232,0.76,5103,14.808,796.0,103.47067,0.00129,5.9450607,19.41223,2.33e-05,2.24,0.85,555
582.02,0.126,45.3232,0.76,5103,14.808,554.0,81.97972,0.00348,17.7389431,19.41223,0.0001619,2.12,0.85,556
583.01,0.036,45.4804,0.93,5735,14.573,1286.0,103.73868,0.00229,2.4370184,19.067,1.98e-05,1.54,1.05,557
584.01,0.086,45.5929,0.75,5350,14.129,696.0,108.68602,0.00135,9.9267096,19.19453,3.97e-05,2.3,0.93,558
584.02,0.142,45.5929,0.75,5350,14.129,542.0,103.3739,0.00258,21.2234705,19.19453,0.0001574,2.1,0.93,559
585.01,0.045,45.7479,0.79,5437,14.911,1004.0,104.55842,0.00112,3.7221801,19.42364,1.37e-05,2.37,0.96,560
586.01,0.122,46.245,0.88,5707,14.608,675.0,108.97359,0.00305,15.7795543,18.85245,0.00014,2.17,1.03,561
587.01,0.104,46.276,0.76,5112,14.574,608.0,104.60435,0.00199,14.0348317,19.89232,9.16e-05,2.6,0.98,562
588.01,0.075,46.3214,0.5,4431,14.337,505.0,108.68379,0.0019,10.3557417,18.83004,5.73e-05,1.63,0.76,563
590.01,0.103,46.5772,1.05,6106,14.615,858.0,107.54995,0.00303,11.3885672,19.76657,0.0001105,2.43,1.09,564
590.02,0.278,46.5772,1.05,6106,14.615,522.0,74.31841,0.00514,50.6985184,19.76657,0.0007149,2.92,1.09,565
592.01,0.22,46.8215,0.96,5810,14.292,536.0,108.48128,0.00416,39.7506209,19.63084,0.0005154,2.74,1.08,566
593.01,0.092,46.8383,0.93,5737,14.957,805.0,104.78635,0.00238,9.9976456,19.66594,6.95e-05,2.63,1.02,567
593.02,0.397,46.8383,0.93,5737,14.957,387.0,141.49973,0.00448,90.4114399,19.66594,0.0013491,3.79,1.02,568
596.01,0.023,47.5163,0.52,3740,14.818,785.0,103.45327,0.00072,1.6826933,18.91605,5.6e-06,1.42,0.47,569
597.01,0.127,47.8642,0.97,5833,14.915,711.0,109.93846,0.00358,17.3083094,19.46476,0.0001742,2.6,1.09,570
597.02,0.031,47.8642,0.97,5833,14.915,1439.0,66.06513,0.00371,2.0922362,19.46476,2.75e-05,1.45,1.09,571
598.01,0.076,47.9667,0.75,5171,14.813,718.0,104.17356,0.00173,8.3077831,19.20806,4.22e-05,2.53,0.89,572
599.01,0.067,47.9215,0.89,5820,14.854,934.0,106.21024,0.002,6.4545176,19.74138,4.29e-05,2.46,1.06,573
600.01,0.047,48.0609,0.99,5869,14.827,1186.0,103.37007,0.00246,3.5957356,19.08332,3.07e-05,2.26,1.08,574
601.01,0.061,48.416,0.92,5862,14.697,1005.0,105.18379,0.00118,5.4042925,19.38994,1.94e-05,2.84,1.02,575
601.02,0.102,48.416,0.92,5862,14.697,777.0,64.5114,0.00113,11.6789301,19.38994,3.51e-05,23.11,1.02,576
602.01,0.103,51.3349,1.01,6007,14.647,829.0,110.27655,0.0046,12.9138417,19.41063,0.000173,2.53,1.1,577
605.01,0.03,39.9142,0.51,4270,14.915,775.0,102.72025,0.00067,2.6280998,19.39515,6.4e-06,1.54,0.6,578
607.01,0.059,40.6158,0.73,5497,14.377,854.0,106.48525,0.00013,5.8939913,19.32061,2.7e-06,6.41,1.01,579
609.01,0.052,40.8789,1.16,5696,14.491,1188.0,105.02738,0.00022,4.3969343,19.21071,2.9e-06,14.81,1.09,580
610.01,0.095,40.9331,0.54,4072,14.672,427.0,113.84499,0.00175,14.2823177,18.96523,7.09e-05,1.76,0.58,581
611.01,0.044,41.6838,1.02,6122,14.022,1299.0,104.05985,0.00014,3.251658,19.88627,1.5e-06,11.32,1.09,582
612.01,0.146,42.0792,1.57,5105,14.157,739.0,106.21685,0.00221,20.7401028,18.9979,0.0001302,4.82,1.04,583
612.02,0.254,42.0792,1.57,5105,14.157,560.0,149.56208,0.0029,47.4262387,18.9979,0.0004112,5.46,1.04,584
614.01,0.108,42.9289,0.89,5675,14.517,720.0,103.02237,0.00039,12.8746856,19.57242,1.41e-05,7.87,0.98,585
617.01,0.222,46.6443,0.93,5594,14.608,504.0,131.59797,0.0004,37.865195,19.82791,5.5e-05,41.0,1.04,586
618.01,0.084,47.4774,0.92,5471,14.959,799.0,111.34703,0.00144,9.0708078,19.79911,4.25e-05,3.1,1.02,587
620.01,0.249,49.9377,0.91,5803,14.669,490.0,92.10435,0.00062,45.1555034,19.76532,7.22e-05,7.05,1.01,588
620.02,0.505,49.9377,0.91,5803,14.669,344.0,145.02345,0.00062,130.183098,19.76532,0.0003304,9.68,1.01,589
620.03,0.381,49.9377,0.91,5803,14.669,396.0,228.32096,0.00221,85.3128663,19.76532,0.0009647,5.71,1.01,590
622.01,0.534,51.2638,0.91,5171,14.932,298.0,146.49936,0.00257,155.0429186,19.72535,0.0013764,6.96,1.01,591
623.01,0.089,50.559,1.18,5877,11.811,942.0,107.06548,0.00381,10.3497083,19.68176,0.0001207,1.36,1.21,592
623.02,0.117,50.559,1.18,5877,11.811,822.0,112.4717,0.00426,15.6774905,19.68176,0.0001961,1.42,1.21,593
623.03,0.059,50.559,1.18,5877,11.811,1157.0,104.47038,0.00358,5.5993586,19.68176,6.16e-05,1.18,1.21,594
624.01,0.13,38.691,0.83,5537,13.597,618.0,115.43844,0.00169,17.78993,19.37821,8.92e-05,2.46,0.93,595
624.02,0.258,38.691,0.83,5537,13.597,438.0,102.54065,0.00303,49.5672355,19.37821,0.0004148,2.4,0.93,596
625.01,0.254,39.5345,2.37,6199,13.592,835.0,113.44062,0.0019,38.1381868,19.10425,0.0002059,46.64,1.29,597
626.01,0.121,39.5397,1.09,6157,13.49,814.0,105.21866,0.00265,14.5866672,19.67956,0.0001126,2.09,1.12,598
627.01,0.082,39.6376,1.2,6125,13.307,1033.0,109.16855,0.0023,7.7519792,19.4767,5.41e-05,2.45,1.13,599
628.01,0.105,39.7083,0.78,5668,13.946,679.0,108.00512,0.00199,14.4858818,19.24658,8.44e-05,1.87,1.1,600
629.01,0.231,39.7679,1.31,6203,13.949,653.0,105.56696,0.00501,40.6994432,19.47362,0.0005945,2.73,1.17,601
632.01,0.071,39.945,0.9,5437,13.359,854.0,104.22003,0.00231,7.2385188,19.29452,5e-05,1.46,0.95,602
633.01,0.573,39.9424,1.58,5759,13.871,422.0,103.59639,0.00538,161.478957,19.5618,0.0028692,5.34,1.18,603
635.01,0.135,40.1946,1.13,6129,13.034,782.0,104.40185,0.0021,16.7197865,19.6249,0.0001042,2.73,1.11,604
638.01,0.159,40.2363,1.12,5722,13.595,669.0,105.65384,0.00127,23.6368826,19.70396,9.23e-05,3.6,1.09,605
638.02,0.318,40.2363,1.12,5722,13.595,473.0,79.56571,0.00223,67.0934986,19.70396,0.0004174,3.78,1.09,606
639.01,0.132,40.2282,0.95,6166,13.5,731.0,115.24074,0.00225,17.9798798,19.79238,0.000117,2.27,1.11,607
640.01,0.185,40.2886,0.89,5264,13.332,510.0,124.78552,0.00186,30.9964443,19.81684,0.0001718,2.43,0.99,608
641.01,0.098,40.2351,0.55,4106,13.583,428.0,111.00126,0.00472,14.8517572,19.9533,0.0002072,1.83,0.68,609
644.01,0.262,40.5327,2.19,5395,13.725,689.0,173.59679,8e-05,45.977864,19.33112,1.28e-05,33.16,1.25,610
645.01,0.08,40.5923,1.44,5890,13.716,1104.0,103.86542,0.00339,8.5034061,19.68116,8.59e-05,2.53,1.17,611
645.02,0.159,40.5923,1.44,5890,13.716,783.0,112.74307,0.00465,23.7836184,19.68116,0.0003301,2.51,1.17,612
647.01,0.058,40.7027,1.07,6154,13.55,1164.0,103.31329,0.00228,5.1694955,19.413,3.79e-05,1.65,1.12,613
649.01,0.161,40.8007,1.17,6000,13.31,713.0,115.9256,0.00325,23.4495453,19.31822,0.0002244,2.31,1.12,614
650.01,0.093,41.0401,0.76,4928,13.594,621.0,111.71986,0.00091,11.954776,19.35975,3.15e-05,2.32,0.97,615
652.01,0.1,41.0952,0.48,4628,13.653,446.0,115.75937,0.00037,16.0806716,19.57279,1.76e-05,2.62,0.72,616
654.01,0.082,41.2375,1.26,5799,13.984,1005.0,104.63092,0.00267,8.5947676,18.96066,6.57e-05,2.97,1.12,617
655.01,0.18,41.2728,1.24,6133,13.004,710.0,125.09686,0.0024,25.672098,19.57507,0.0001829,2.77,1.17,618
655.02,0.588,41.2728,1.24,6133,13.004,393.0,109.41029,0.00633,151.8859792,19.57507,0.0026058,2.54,1.17,619
657.01,0.045,41.322,0.67,4632,13.872,788.0,104.01782,0.00122,4.0694023,18.86489,1.56e-05,1.63,0.76,620
657.02,0.112,41.322,0.67,4632,13.872,499.0,113.79643,0.0015,16.2824697,18.86489,7.14e-05,2.08,0.76,621
658.01,0.042,41.388,0.88,5676,13.989,1146.0,102.64084,0.00083,3.1626947,19.806,9.1e-06,2.03,0.98,622
658.02,0.06,41.388,0.88,5676,13.989,959.0,105.23722,0.00123,5.3706389,19.806,2.09e-05,2.02,0.98,623
658.03,0.098,41.388,0.88,5676,13.989,750.0,66.97465,0.00599,11.3298387,19.806,0.0001867,1.14,0.98,624
659.01,0.17,41.4169,1.38,6463,13.413,812.0,113.76064,0.00294,23.2058053,19.49448,0.000203,2.53,1.18,625
660.01,0.064,41.6172,1.69,5250,13.532,1188.0,103.58797,0.00235,6.079629,18.99463,4.16e-05,3.17,1.09,626
661.01,0.114,41.7619,0.99,5825,13.909,756.0,107.98611,0.00241,14.4010407,19.02315,9.97e-05,2.06,0.96,627
661.02,0.168,41.7619,0.99,5825,13.909,623.0,88.16782,0.00818,25.6594963,19.02315,0.000565,1.35,0.96,628
662.01,0.092,41.7271,1.04,5889,13.336,873.0,103.70886,0.00248,10.2140186,19.47913,7.56e-05,2.05,1.09,629
663.01,0.032,41.8612,0.56,4156,13.506,763.0,103.84575,0.00057,2.7556281,19.01914,5.5e-06,1.47,0.61,630
663.02,0.122,41.8612,0.56,4156,13.506,391.0,105.65608,0.00133,20.3065914,19.01914,8.03e-05,1.82,0.61,631
664.01,0.107,41.8339,1.17,5725,13.484,834.0,103.22789,0.00345,13.1374209,19.44231,0.0001344,1.83,0.94,632
664.02,0.075,41.8339,1.17,5725,13.484,997.0,66.58211,0.00614,7.7821972,19.44231,0.0001322,1.19,0.94,633
664.03,0.157,41.8339,1.17,5725,13.484,689.0,85.03041,0.01129,23.4419444,19.44231,0.0007476,1.19,0.94,634
665.01,0.064,42.1661,1.08,5864,13.182,1065.0,103.32401,0.00113,5.8680504,19.33537,2e-05,2.51,1.09,635
665.02,0.027,42.1661,1.08,5864,13.182,1639.0,66.57071,0.00199,1.6118807,19.33537,1.22e-05,1.16,1.09,636
665.03,0.042,42.1661,1.08,5864,13.182,1314.0,66.30145,0.00387,3.0715629,19.33537,3.71e-05,1.09,1.09,637
666.01,0.159,42.1317,1.02,5706,13.721,638.0,107.13468,0.00196,22.248183,19.73548,0.0001232,2.56,1.02,638
667.01,0.043,42.2346,0.55,4135,13.826,655.0,103.45286,0.00056,4.305218,18.81033,7.1e-06,5.27,0.6,639
670.01,0.089,42.5162,1.15,5608,13.774,889.0,104.9338,0.0028,9.4893825,19.4549,7.82e-05,1.92,1.07,640
671.01,0.052,42.528,0.99,5845,13.749,1126.0,103.73663,0.00289,4.2286992,19.59268,3.82e-05,1.66,1.03,641
671.03,0.127,42.528,0.99,5845,13.749,721.0,77.53117,0.00803,16.2596246,19.59268,0.0003596,1.61,1.03,642
672.01,0.122,42.6408,1.0,5524,13.998,697.0,105.81231,0.00187,16.0879106,19.4113,8.59e-05,2.6,1.12,643
672.02,0.23,42.6408,1.0,5524,13.998,507.0,86.84003,0.00208,41.7498786,19.4113,0.0002313,3.15,1.12,644
673.01,0.055,42.625,1.2,6338,13.343,1307.0,103.79082,0.00179,4.4174634,19.58897,2.5e-05,2.18,1.15,645
674.01,0.131,42.8983,2.6,4864,13.781,955.0,110.91631,0.00149,16.3389521,19.35515,7.13e-05,12.07,1.29,646
676.01,0.066,43.0832,0.57,4367,13.822,566.0,104.58334,0.00026,7.9725436,19.50023,6.1e-06,3.3,0.63,647
676.02,0.03,43.0832,0.57,4367,13.822,839.0,103.89144,0.00022,2.4532339,19.50023,2e-06,2.56,0.63,648
678.01,0.064,43.1685,1.63,5073,13.283,1129.0,105.59347,0.00179,6.04047,19.02928,3.22e-05,3.55,0.97,649
678.02,0.05,43.1685,1.63,5073,13.283,1277.0,65.01626,0.00174,4.1385529,19.02928,2.09e-05,3.27,0.97,650
679.01,0.207,43.1416,1.16,5913,13.178,618.0,123.24726,0.00371,31.8052577,19.17472,0.0003673,2.61,1.16,651
679.02,0.132,43.1416,1.16,5913,13.178,774.0,72.6353,0.01814,16.2583133,19.17472,0.0007859,0.94,1.16,652
680.01,0.08,43.1973,1.06,6060,13.643,973.0,110.6421,0.0002,8.6001453,19.48582,5e-06,7.22,1.12,653
682.01,1.367,43.2695,1.29,5592,13.916,240.0,118.99543,0.00116,562.1424451,19.67987,0.0016435,10.74,1.03,654
683.01,0.863,43.2584,1.11,5887,13.714,295.0,110.51941,0.00181,278.122206,19.85495,0.0025523,5.99,1.02,655
684.01,0.051,43.4133,1.78,5331,13.831,1390.0,105.25735,0.00083,4.0349149,18.75269,1.06e-05,30.63,1.18,656
685.01,0.046,43.4931,1.53,6187,13.949,1577.0,103.92518,0.00148,3.1739047,19.69838,1.59e-05,2.83,1.18,657
686.01,0.257,43.6471,0.87,5360,13.579,435.0,104.67373,0.00011,52.5135646,19.78938,1.53e-05,11.05,1.01,658
687.01,0.049,43.7114,0.88,5606,13.813,1049.0,104.98724,0.00205,4.1783824,19.80781,2.75e-05,1.39,1.05,659
688.01,0.044,44.0358,1.26,6157,13.992,1456.0,103.25552,0.00164,3.275783,19.35485,1.82e-05,2.14,1.15,660
689.01,0.112,44.3871,0.72,5438,13.766,606.0,115.40236,0.00309,15.8736922,19.36476,0.0001292,1.69,1.0,661
691.01,0.186,44.5917,1.06,6037,13.965,635.0,122.3679,0.00244,29.6665323,18.98589,0.0002178,2.92,1.12,662
691.02,0.124,44.5917,1.06,6037,13.965,777.0,77.02451,0.01027,16.2254687,18.98589,0.0004502,1.25,1.12,663
692.01,0.035,44.6472,0.84,5608,13.648,1210.0,104.84135,0.00171,2.4623449,19.38828,1.52e-05,1.1,0.94,664
692.02,0.055,44.6472,0.84,5608,13.648,965.0,67.43709,0.00136,4.8229342,19.38828,2.03e-05,2.02,0.94,665
693.01,0.185,44.956,0.93,6121,13.949,604.0,126.30683,0.00402,28.7795742,18.98366,0.0003472,1.76,1.1,666
693.02,0.124,44.956,0.93,6121,13.949,738.0,79.35325,0.00309,15.6603928,18.98366,0.000129,1.87,1.1,667
694.01,0.129,45.0169,0.84,5596,13.939,628.0,117.24482,0.0012,17.4211251,18.92664,6.17e-05,2.77,0.97,668
695.01,0.183,45.0796,1.04,5980,13.437,629.0,108.28873,0.00183,29.9075735,19.04373,0.0001567,2.51,1.11,669
697.01,0.041,45.1543,1.59,5779,13.684,1588.0,104.73304,0.00114,3.0321542,19.26673,1.13e-05,3.97,1.18,670
698.01,0.106,45.1898,0.96,5705,13.816,757.0,105.99463,0.00018,12.7187062,19.59424,6.4e-06,11.43,0.9,671
700.01,0.177,45.2137,0.84,5601,13.58,540.0,105.93484,0.00214,30.8640781,19.6649,0.0001934,2.28,0.77,672
700.02,0.08,45.2137,0.84,5601,13.58,803.0,104.97082,0.00266,9.3606322,19.6649,7.36e-05,1.29,0.77,673
700.03,0.108,45.2137,0.84,5601,13.58,691.0,78.41809,0.00433,14.6673128,19.6649,0.0001784,1.29,0.77,674
701.01,0.117,45.3499,0.6,4807,13.725,481.0,113.81121,0.00114,18.1641068,18.88085,6.28e-05,1.95,0.83,675
701.02,0.054,45.3499,0.6,4807,13.725,707.0,103.92021,0.00137,5.714923,18.88085,2.37e-05,1.27,0.83,676
701.03,0.417,45.3499,0.6,4807,13.725,255.0,83.39683,0.00486,122.3912378,18.88085,0.0019954,1.57,0.83,677
703.01,0.025,45.5667,1.2,6178,13.361,1886.0,102.95265,0.00126,1.3686106,19.6608,8.4e-06,1.36,1.14,678
704.01,0.129,45.7197,0.89,5276,13.704,610.0,118.13929,0.00143,18.3963186,18.95908,7.32e-05,2.85,0.99,679
707.01,0.166,46.0052,1.82,5904,13.988,862.0,122.63429,0.00189,21.7759547,19.27184,0.0001236,5.69,1.29,680
707.02,0.254,46.0052,1.82,5904,13.988,697.0,105.57559,0.00357,41.0290346,19.27184,0.0004114,4.77,1.29,681
707.03,0.214,46.0052,1.82,5904,13.988,759.0,68.87123,0.00473,31.7844581,19.27184,0.0003871,4.26,1.29,682
707.04,0.119,46.0052,1.82,5904,13.988,1018.0,76.6762,0.00419,13.1756354,19.27184,0.0001499,3.42,1.29,683
707.05,0.068,46.0052,1.82,5904,13.988,1347.0,64.89881,0.00875,5.6679183,19.27184,0.0001397,1.83,1.29,684
708.01,0.133,46.1292,0.97,6036,13.998,720.0,104.00743,0.00208,17.4065189,19.58187,0.0001056,2.54,1.09,685
708.02,0.077,46.1292,0.97,6036,13.998,946.0,109.50858,0.00261,7.6934912,19.58187,6.01e-05,1.82,1.09,686
709.01,0.143,46.2035,0.82,5468,13.94,578.0,111.78969,0.00193,21.3845022,19.15552,0.0001187,2.04,1.02,687
710.01,0.066,46.2775,1.35,6653,13.294,1328.0,103.93322,0.00296,5.3749187,19.53585,4.79e-05,2.12,1.38,688
711.01,0.248,46.2665,1.06,5502,13.967,501.0,107.82447,0.00262,44.6990995,19.69419,0.0003188,3.18,1.04,689
711.02,0.046,46.2665,1.06,5502,13.967,1164.0,68.43785,0.00258,3.6193448,19.69419,2.83e-05,1.5,1.04,690
711.03,0.491,46.2665,1.06,5502,13.967,356.0,187.17864,0.00521,124.5230664,19.69419,0.0020779,2.83,1.04,691
712.01,0.032,46.3569,0.8,5500,13.72,1212.0,104.23437,0.00167,2.1781266,19.19942,1.27e-05,0.93,0.97,692
714.01,0.049,46.4736,0.9,5396,13.393,1019.0,105.78827,0.00051,4.1820098,19.20054,6.9e-06,2.57,0.98,693
716.01,0.171,46.6945,0.91,5845,13.754,594.0,112.95253,0.00059,26.8930844,19.83281,4.91e-05,6.29,1.07,694
717.01,0.121,46.7178,1.08,5686,13.387,748.0,108.79271,0.00318,14.7074205,18.8142,0.0001405,1.87,0.9,695
718.01,0.057,46.7626,1.31,5788,13.764,1225.0,102.8581,0.00131,4.5855042,19.24927,1.91e-05,2.57,1.04,696
718.02,0.166,46.7626,1.31,5788,13.764,718.0,80.29498,0.00248,22.7145604,19.24927,0.0001472,3.06,1.04,697
718.03,0.272,46.7626,1.31,5788,13.764,561.0,74.97887,0.00494,47.9042147,19.24927,0.0006422,2.67,1.04,698
719.01,0.076,46.8957,0.66,4689,13.177,607.0,104.01378,0.00081,9.0342194,19.43374,2.19e-05,1.53,0.68,699
720.01,0.056,46.8353,0.72,5123,13.749,813.0,107.04844,0.00045,5.6905861,19.77698,8.6e-06,2.66,0.72,700
720.02,0.082,46.8353,0.72,5123,13.749,672.0,70.08454,0.00079,10.0415552,19.77698,2.34e-05,2.53,0.72,701
720.03,0.122,46.8353,0.72,5123,13.749,551.0,64.85829,0.00109,18.3700813,19.77698,5.63e-05,2.74,0.72,702
720.04,0.035,46.8353,0.72,5123,13.749,1028.0,65.7286,0.0011,2.795902,19.77698,1.06e-05,1.41,0.72,703
721.01,0.117,46.8343,1.56,5812,13.645,935.0,113.64846,0.00351,13.7244624,19.80456,0.000153,2.76,1.17,704
722.01,0.265,46.8432,1.05,6133,13.489,539.0,125.99055,0.00298,46.4072999,19.81727,0.0004468,2.63,1.08,705
723.01,0.047,46.9378,0.82,5244,15.063,969.0,102.64977,0.00072,3.9369952,19.19374,9.1e-06,3.26,0.94,706
723.02,0.176,46.9378,0.82,5244,15.063,501.0,127.91343,0.00158,28.0820869,19.19374,0.0001355,3.61,0.94,707
723.03,0.089,46.9378,0.82,5244,15.063,704.0,106.08275,0.00077,10.0888132,19.19374,2.22e-05,4.75,0.94,708
725.01,0.068,47.0404,0.69,5046,15.765,710.0,102.64637,0.0005,7.3049603,19.26705,1.06e-05,10.67,0.9,709
728.01,0.075,47.2303,1.01,5976,15.356,970.0,103.11743,0.00022,7.1893676,19.77615,5.2e-06,11.33,1.08,710
730.01,0.112,47.2795,0.98,5599,15.344,731.0,109.76775,0.00394,14.7883997,19.88789,0.0001891,2.85,1.07,711
730.02,0.086,47.2795,0.98,5599,15.344,834.0,71.37624,0.00818,9.848713,19.88789,0.0002399,1.89,1.07,712
730.03,0.136,47.2795,0.98,5599,15.344,663.0,68.10686,0.00758,19.7213435,19.88789,0.0004403,2.43,1.07,713
730.04,0.071,47.2795,0.98,5599,15.344,918.0,70.49489,0.01024,7.3840154,19.88789,0.0002221,1.56,1.07,714
732.01,0.023,47.3816,0.89,5360,15.342,1474.0,103.40858,0.00045,1.2602573,19.22186,2.9e-06,3.32,0.98,715
733.01,0.058,47.3576,0.65,5038,15.644,742.0,102.7142,0.00118,5.9250165,19.39562,2.2e-05,2.54,0.74,716
733.02,0.089,47.3576,0.65,5038,15.644,599.0,67.31773,0.00257,11.3492935,19.39562,7.91e-05,2.21,0.74,717
733.03,0.038,47.3576,0.65,5038,15.644,917.0,68.67665,0.00295,3.1329431,19.39562,2.99e-05,1.36,0.74,718
733.04,0.124,47.3576,0.65,5038,15.644,508.0,74.61975,0.00407,18.643846,19.39562,0.000203,2.28,0.74,719
734.01,0.164,47.3078,0.86,5719,15.344,578.0,120.91677,0.00335,24.5435708,19.41315,0.0002448,3.24,1.02,720
735.01,0.136,47.3922,0.65,5080,15.637,490.0,104.5669,0.00251,22.3413264,19.77956,0.0001718,4.37,0.96,721
736.01,0.115,47.4571,0.54,4157,15.962,398.0,110.79683,0.00301,18.7939769,19.4796,0.0001615,2.2,0.6,722
736.02,0.058,47.4571,0.54,4157,15.962,561.0,68.27903,0.00465,6.7390014,19.4796,8.73e-05,1.33,0.6,723
737.01,0.105,47.4088,0.71,5117,15.684,588.0,115.67964,0.00108,14.4983597,19.60807,4.67e-05,5.06,0.93,724
738.01,0.091,47.4912,0.86,5711,15.282,774.0,103.41512,0.00227,10.3380819,19.88989,7.34e-05,3.56,1.05,725
1096.01,,38.3219,0.69,5369,14.709,,248.32997,,-414.0,19.34554,,8.62,0.78,1060
738.02,0.107,47.4912,0.86,5711,15.282,714.0,105.05994,0.00311,13.2899208,19.88989,0.0001314,3.22,1.05,726
739.01,0.019,47.5786,0.55,4050,15.488,961.0,102.81557,0.00081,1.2870749,18.86559,5.6e-06,1.51,0.57,727
740.01,0.117,47.5097,0.66,4711,15.556,492.0,119.37074,0.00323,17.6716841,19.17388,0.0001725,2.16,0.79,728
741.01,0.159,47.5538,0.88,5556,15.278,576.0,102.83311,0.00012,23.355343,19.79715,8.6e-06,22.81,0.99,729
743.01,0.123,47.6353,0.65,4877,15.487,493.0,105.48083,0.00065,19.4040015,19.28388,3.56e-05,7.49,0.96,730
745.01,0.115,47.6687,0.74,4957,15.788,554.0,113.87771,0.0008,16.4699586,19.8103,4.12e-05,7.18,0.94,731
746.01,0.075,47.7245,0.64,4681,15.302,601.0,106.2491,0.00143,9.2738273,19.20922,3.89e-05,2.43,0.81,732
747.01,0.057,47.8633,0.61,4357,15.784,631.0,104.60374,0.00111,6.0292722,18.91406,2.02e-05,3.31,0.65,733
749.01,0.057,47.881,0.76,5374,15.416,864.0,104.80473,0.00188,5.3495689,19.49174,3.07e-05,2.23,0.86,734
749.02,0.046,47.881,0.76,5374,15.416,962.0,69.08786,0.00348,3.9410462,19.49174,4.11e-05,1.56,0.86,735
749.03,0.075,47.881,0.76,5374,15.416,754.0,65.79473,0.0073,8.1093838,19.49174,0.0001601,1.33,0.86,736
750.01,0.123,47.9292,0.49,4619,15.377,406.0,104.53665,0.00301,21.6768905,19.36434,0.0001834,1.55,0.76,737
